Age,Year,Population,CoB,Age group,Age group (condensed),Cases,Incidence,Inc_LCI,Inc_UCI
10,2016,619574,Total (LFS),10-14,0-14,0,0,0,0.5953896474212822
11,2000,637356,Total (LFS),10-14,0-14,30,4.706945568881442,3.175756409513822,6.719457476639062
11,2001,649236,Total (LFS),10-14,0-14,25,3.850679876038914,2.4919569844908978,5.684363112570832
11,2002,652786,Total (LFS),10-14,0-14,15,2.297843397376782,1.2860855062429823,3.789943238900013
11,2003,664216,Total (LFS),10-14,0-14,16,2.4088549507991375,1.3768687375253719,3.911829524967925
11,2004,639823,Total (LFS),10-14,0-14,29,4.532503520504889,3.035488742597239,6.509431114321709
11,2005,616132,Total (LFS),10-14,0-14,23,3.7329663124135735,2.3663804244942126,5.601282338010854
11,2006,623935,Total (LFS),10-14,0-14,19,3.045189002059509,1.8334027045071577,4.755439840942663
11,2007,577346,Total (LFS),10-14,0-14,33,5.715809930267119,3.9345005547331815,8.027122257566397
11,2008,619541,Total (LFS),10-14,0-14,33,5.326523991148286,3.6665340264372874,7.480420064074741
11,2009,606147,Total (LFS),10-14,0-14,22,3.629482617252911,2.2745774329048256,5.495080300178874
11,2010,601554,Total (LFS),10-14,0-14,24,3.9896667630836133,2.556254775911466,5.936307894844553
11,2011,609386,Total (LFS),10-14,0-14,24,3.9383904454647793,2.5234010716830486,5.860012798743852
11,2012,613293,Total (LFS),10-14,0-14,20,3.2610840169380704,1.9919548381285856,5.036479774377761
11,2013,559892,Total (LFS),10-14,0-14,21,3.750723353789659,2.321756871696003,5.733379068631699
11,2014,619611,Total (LFS),10-14,0-14,13,2.0980905761840893,1.1171448684745435,3.587798783133107
11,2015,603301,Total (LFS),10-14,0-14,7,1.1602831753966925,0.4664940140195138,2.3906267951988105
11,2016,615253,Total (LFS),10-14,0-14,0,0,0,0.5995711445720598
12,2000,654160,Total (LFS),10-14,0-14,21,3.2102237984590927,1.9871791280537157,4.907168083487739
12,2001,641907,Total (LFS),10-14,0-14,25,3.8946451744567363,2.520409007508771,5.749264565977683
12,2002,652629,Total (LFS),10-14,0-14,20,3.064528238861589,1.8718934625038033,4.732915316768731
12,2003,653606,Total (LFS),10-14,0-14,28,4.283926402144411,2.8466379831056523,6.191466409927112
12,2004,677689,Total (LFS),10-14,0-14,25,3.6890077897088487,2.387331334554541,5.445703220434501
12,2005,657835,Total (LFS),10-14,0-14,29,4.408400282745673,2.9523748565442602,6.331198163458404
12,2006,642562,Total (LFS),10-14,0-14,46,7.15884225957962,5.241172277378973,9.548892357560204
12,2007,639135,Total (LFS),10-14,0-14,39,6.101997230632026,4.339116538671248,8.341631089806201
12,2008,604536,Total (LFS),10-14,0-14,29,4.797067503010574,3.2126713938537876,6.889389124648753
12,2009,656944,Total (LFS),10-14,0-14,28,4.262159331693417,2.832173922869762,6.160006932595197
12,2010,603899,Total (LFS),10-14,0-14,26,4.305355696896335,2.8124012816044304,6.308343627514704
12,2011,600118,Total (LFS),10-14,0-14,30,4.99901686001753,3.3728156831524663,7.13640740567816
12,2012,606470,Total (LFS),10-14,0-14,37,6.100878856332548,4.295581738108402,8.409257859734335
12,2013,591447,Total (LFS),10-14,0-14,25,4.226921431675197,2.73544068155377,6.239769869072015
12,2014,576648,Total (LFS),10-14,0-14,14,2.427824253270626,1.3273141112603528,4.073476561409314
12,2015,595928,Total (LFS),10-14,0-14,19,3.188304627404653,1.9195676599130658,4.978932617964855
12,2016,641484,Total (LFS),10-14,0-14,0,0,0,0.5750540082237335
13,2000,631135,Total (LFS),10-14,0-14,38,6.02089885682144,4.260746376796747,8.264154090528907
13,2001,654344,Total (LFS),10-14,0-14,41,6.265817368234445,4.496458723309954,8.500288772531713
13,2002,651879,Total (LFS),10-14,0-14,33,5.06228916716139,3.484646931827814,7.109336129737159
13,2003,656394,Total (LFS),10-14,0-14,40,6.093900919264954,4.353572159676805,8.2981634451235209
13,2004,647360,Total (LFS),10-14,0-14,39,6.024468610973802,4.283986111195699,8.23564691451941
13,2005,681132,Total (LFS),10-14,0-14,41,6.019391248686011,4.319619085354275,8.165983915854037
13,2006,658027,Total (LFS),10-14,0-14,33,5.014991786051332,3.452089590963568,7.042913021679854
13,2007,645873,Total (LFS),10-14,0-14,35,5.41902200587422,3.7745473804478222,7.536547799502854
13,2008,637626,Total (LFS),10-14,0-14,46,7.214260397160719,5.281745319195245,9.622812386977005
13,2009,624989,Total (LFS),10-14,0-14,37,5.9201041938338115,4.168299692811558,8.160083800183815
13,2010,654923,Total (LFS),10-14,0-14,36,5.496829398265139,3.849911732725102,7.609928875491651
13,2011,626685,Total (LFS),10-14,0-14,40,6.382791992787444,4.5599601780462224,8.691551092492094
13,2012,597748,Total (LFS),10-14,0-14,33,5.520721106553263,3.8002103851003826,7.753145015820929
13,2013,627955,Total (LFS),10-14,0-14,24,3.8219299153601773,2.4487826125576615,5.686728761416535
13,2014,572660,Total (LFS),10-14,0-14,23,4.016344777005553,2.5460180625580073,6.026489172429196
13,2015,588725,Total (LFS),10-14,0-14,17,2.887596076266508,1.6821311256711178,4.623321043935047
13,2016,576523,Total (LFS),10-14,0-14,0,0,0,0.6398494863368739
14,2000,619625,Total (LFS),10-14,0-14,39,6.294129513818842,4.475741374127332,8.604282245847546
14,2001,621350,Total (LFS),10-14,0-14,52,8.368874225476784,6.250275561352094,10.974665122857148
14,2002,635622,Total (LFS),10-14,0-14,56,8.810267737743501,6.655181567445778,11.440865484137579
14,2003,634911,Total (LFS),10-14,0-14,38,5.98509082375325,4.235406481411749,8.215004767480734
14,2004,634106,Total (LFS),10-14,0-14,39,6.1503912595055095,4.373529424013726,8.407787320390101
14,2005,651449,Total (LFS),10-14,0-14,49,7.52169394687842,5.56459058941362,9.94407829207172
14,2006,670894,Total (LFS),10-14,0-14,31,4.620700140409663,3.1395415638151265,6.558715013586165
14,2007,635903,Total (LFS),10-14,0-14,51,8.020091114525329,5.971484619240791,10.5449386740751
14,2008,654866,Total (LFS),10-14,0-14,53,8.09325877355062,6.062406191855657,10.586181742402912
14,2009,635076,Total (LFS),10-14,0-14,36,5.668612890425712,3.970226778734391,7.8477496377183495
14,2010,620574,Total (LFS),10-14,0-14,41,6.606786620129106,4.741144145332431,8.962852063691827
14,2011,594406,Total (LFS),10-14,0-14,52,8.748229324737638,6.533596094329673,11.472138864828565
14,2012,591118,Total (LFS),10-14,0-14,47,7.951035157109071,5.842121567447744,10.573191197129331
14,2013,592267,Total (LFS),10-14,0-14,34,5.740654130653911,3.9755698670654067,8.021988747507983
14,2014,628209,Total (LFS),10-14,0-14,29,4.616298079142451,3.0916072736219844,6.629774078147016
14,2015,580278,Total (LFS),10-14,0-14,27,4.652942210457746,3.0663182357016425,6.7697866272996885
14,2016,590241,Total (LFS),10-14,0-14,0,0,0,0.624978517946726
15,2000,619079,Total (LFS),15-19,15-64,31,5.007438469080682,3.4023114948402147,7.10765920072378
15,2001,615990,Total (LFS),15-19,15-64,58,9.41573726846215,7.149764067639047,12.172023855045467
15,2002,629895,Total (LFS),15-19,15-64,50,7.93783090832599,5.891611099859796,10.465040469338032
15,2003,634498,Total (LFS),15-19,15-64,44,6.934616027158477,5.038702621307607,9.309398340153594
15,2004,619193,Total (LFS),15-19,15-64,32,5.16801708029645,3.534919857182585,7.295698123108703
15,2005,641627,Total (LFS),15-19,15-64,57,8.883666055200296,6.7284019162106246,11.509819786723876
15,2006,658450,Total (LFS),15-19,15-64,42,6.378616447718126,4.597145680382368,8.622036415595817
15,2007,676119,Total (LFS),15-19,15-64,65,9.613692264231592,7.419644726628638,12.253439973713439
15,2008,622106,Total (LFS),15-19,15-64,59,9.483914316852754,7.219594993247685,12.233558487231399
15,2009,631166,Total (LFS),15-19,15-64,41,6.4959139117126075,4.661579975546097,8.812440715395777
15,2010,635751,Total (LFS),15-19,15-64,56,8.80848004957916,6.653831167018251,11.43854402235859
15,2011,650502,Total (LFS),15-19,15-64,49,7.532644019541832,5.572691513451017,9.958554868842569
15,2012,651953,Total (LFS),15-19,15-64,52,7.976035082283539,5.956884499413491,10.45950885123205
15,2013,619197,Total (LFS),15-19,15-64,47,7.590476052048056,5.577196298926796,10.093724023315191
15,2014,600100,Total (LFS),15-19,15-64,56,9.331778036993835,7.04912484296454,12.11808998626645
15,2015,593234,Total (LFS),15-19,15-64,31,5.225593947750803,3.550537558390425,7.417313488985589
15,2016,575925,Total (LFS),15-19,15-64,0,0,0,0.6405138610259904
16,2000,591672,Total (LFS),15-19,15-64,49,8.28161548966319,6.126784730193271,10.94873487217889
16,2001,628766,Total (LFS),15-19,15-64,69,10.97387581389579,8.53833040540437,13.888142185653372
16,2002,622899,Total (LFS),15-19,15-64,68,10.916697570553172,8.477242819882907,13.839515420000597
16,2003,620349,Total (LFS),15-19,15-64,62,9.99437413455974,7.662629340286287,12.812336584043218
16,2004,650083,Total (LFS),15-19,15-64,63,9.69107021718765,7.446884443292203,12.399088622051414
16,2005,644579,Total (LFS),15-19,15-64,46,7.136440994819875,5.224771736121077,9.519012209610613
16,2006,638539,Total (LFS),15-19,15-64,88,13.781460490275457,11.053134306768547,16.979144773060735
16,2007,671401,Total (LFS),15-19,15-64,53,7.893941176733427,5.913103634393972,10.325469418306533
16,2008,643916,Total (LFS),15-19,15-64,66,10.249784133334161,7.927182306176782,13.040238547032036
16,2009,637410,Total (LFS),15-19,15-64,73,11.45259722941278,8.977008036036324,14.399921586260266
