Year,Age,Incidence,Inc_LCI,Inc_UCI,CoB
2010,34,2.9220570502418486,1.635453149253476,4.8194887318634425,UK born
2011,34,5.532525321182854,3.6763228971182524,7.996039491021145,UK born
2012,34,5.324726390982371,3.478288062699952,7.8019578779583005,UK born
2013,34,3.9595149028599006,2.4510021313646724,6.052539130366725,UK born
2014,34,4.761837575483944,3.1380809674228183,6.928223666184972,UK born
2015,34,3.5976658344066372,2.197547756388366,5.556303093034667,UK born
2016,34,0,0,0.6875669983362787,UK born
2000,35,3.6724927468268254,2.3989941911894554,5.381052774162181,UK born
2001,35,3.7092728969135993,2.4230202063491824,5.434944215834747,UK born
2002,35,4.522170970951218,3.112854417986981,6.35080936845406,UK born
2003,35,3.6782285651230366,2.3567104459678125,5.472912543028102,UK born
2004,35,3.4286089090166456,2.17344393882239,5.14459679482206,UK born
2005,35,4.049440554212664,2.6452290138672065,5.9333686490949535,UK born
2006,35,3.3667818004018715,2.109944229600686,5.097348106433957,UK born
2007,35,2.7783724947660366,1.6185043644321397,4.448443509298005,UK born
2008,35,4.97541316660171,3.356890370323471,7.102711665653506,UK born
2009,35,6.092336982389338,4.167153985965648,8.600562033207135,UK born
2010,35,4.8490816585351295,3.1675811317749765,7.105028140176698,UK born
2011,35,5.428063086155423,3.5771277769598373,7.897546806019538,UK born
2012,35,3.6347542371612995,2.1173782880323126,5.819593637877262,UK born
2013,35,2.7175844437104644,1.4469992622811412,4.647152163439475,UK born
2014,35,5.610238061101726,3.697182233366117,8.162601830010221,UK born
2015,35,4.20148809069103,2.6330502177573245,6.3611034610952215,UK born
2016,35,0,0,0.7236459794284668,UK born
2000,36,3.840869809286042,2.508983678607292,5.627764182873417,UK born
2001,36,3.800253068704353,2.5043907183413974,5.529168693960285,UK born
2002,36,4.458564831128261,3.0293784874450917,6.328576884103025,UK born
2003,36,3.7950110201281544,2.479027194990051,5.560570431481809,UK born
2004,36,4.265132843655463,2.8341497999740333,6.164304485285016,UK born
2005,36,4.704754595589587,3.218048660583502,6.641709719496719,UK born
2006,36,4.816544051956527,3.2726079999909654,6.83669981328104,UK born
2007,36,3.4450118688861293,2.1325166441772225,5.266066589609416,UK born
2008,36,4.6885544014641685,3.1155103501274333,6.776266528120139,UK born
2009,36,4.118460091298023,2.665250220803713,6.079659534734329,UK born
2010,36,4.05917896340167,2.5126957556598843,6.20488623376684,UK born
2011,36,4.766472631509959,3.0539689533196426,7.092133452048929,UK born
2012,36,4.777374355054462,3.0284455331642595,7.168407201545591,UK born
2013,36,4.248313950400934,2.5949805290008916,6.561176337459423,UK born
2014,36,3.321920690250827,1.8592537931425182,5.479002996701519,UK born
2015,36,4.2636980991658655,2.672036898863068,6.455290161540908,UK born
2016,36,0,0,0.6964999129797794,UK born
2000,37,3.4524128049990934,2.212026027551184,5.136916591685037,UK born
2001,37,3.6836265745661794,2.3838488958446225,5.437759485342903,UK born
2002,37,2.9360556441265673,1.7934190640154009,4.534499813953105,UK born
2003,37,2.5997434919754583,1.5407727564790703,4.108715534265772,UK born
2004,37,3.267820633587797,2.0715179647792423,4.903335435370753,UK born
2005,37,3.593954967744254,2.30271476197333,5.347520110237561,UK born
2006,37,3.9683239563307993,2.6151504923315483,5.773703011393806,UK born
2007,37,3.4272183449651044,2.147819490314932,5.188849761204705,UK born
2008,37,4.106250819276005,2.6823393651414587,6.01660885009579,UK born
2009,37,4.716727957022476,3.1588667390247323,6.774008135312611,UK born
2010,37,3.7143778501518674,2.327780823381268,5.623612703024557,UK born
2011,37,5.745595478738685,3.9550035557801277,8.06895224176931,UK born
2012,37,4.531225809862213,2.903241875830529,6.74210482872971,UK born
2013,37,4.392582684878314,2.683103620016109,6.78398769696332,UK born
2014,37,5.436146190516015,3.551071174959509,7.9652136997417875,UK born
2015,37,4.4386786457187934,2.781696275793184,6.720212811867664,UK born
2016,37,0,0,0.7676721136154263,UK born
2000,38,3.3231373437559006,2.082592480983288,5.031269874570484,UK born
2001,38,3.9281183440216947,2.5886547404771902,5.715205956360364,UK born
2002,38,4.370094568846469,2.9484844543239053,6.238581728752259,UK born
2003,38,3.285205078927052,2.104892882423395,4.888124749332447,UK born
2004,38,1.767435009941822,0.9132594607441221,3.0873532731684152,UK born
2005,38,3.9775548055491305,2.6212336801316387,5.787133412368147,UK born
2006,38,4.242083590257146,2.8188337384812328,6.130991896600453,UK born
2007,38,3.092418472252502,1.8889295416268825,4.775989520207347,UK born
2008,38,4.925130323565671,3.368785495381084,6.952814493338064,UK born
2009,38,4.393335310334223,2.919339408038475,6.3495927446057205,UK born
2010,38,3.090409942878923,1.8315727920994571,4.884180065744692,UK born
2011,38,3.871160732353226,2.4260358209464306,5.860983870830847,UK born
2012,38,3.685012501404911,2.2509013697935742,5.691202935973755,UK born
2013,38,4.532432386495618,2.9040149522463796,6.743900119118593,UK born
2014,38,5.593014945778828,3.6858320918424377,8.137543101463939,UK born
2015,38,3.0501355131635135,1.6675374679301345,5.11760911246189,UK born
2016,38,0,0,0.755185947660144,UK born
2000,39,3.207791572978786,1.9856735421467437,4.903450168476787,UK born
2001,39,4.311061568117853,2.864669103831538,6.2306842799092514,UK born
2002,39,3.4010889399545143,2.1559986391274113,5.103303329049889,UK born
2003,39,4.013657904469208,2.6670465291689047,5.800853180862333,UK born
2004,39,2.988326509987802,1.8727683139902054,4.524362248624044,UK born
2005,39,3.9535904955684487,2.6271321721813417,5.714039050639591,UK born
2006,39,5.725417993180725,4.051646531556266,7.858583519423421,UK born
2007,39,4.314583739375338,2.8895444450549563,6.196461957807327,UK born
2008,39,3.860485154890385,2.4983024439695862,5.6988376384223844,UK born
2009,39,3.967007194564248,2.5672378915561973,5.856085182360205,UK born
2010,39,4.151868979789979,2.7121386621394805,6.083450024771491,UK born
2011,39,3.131231562814153,1.885205946763581,4.889805957841363,UK born
2012,39,4.6947763390495245,3.0667837740578108,6.878935095281393,UK born
2013,39,2.579052566617849,1.4099920374147945,4.327211974510777,UK born
2014,39,2.4906743404981735,1.3261791888838914,4.259128976344126,UK born
2015,39,4.662874195654201,2.88639261935319,7.1276985240767265,UK born
2016,39,0,0,0.7446595234576294,UK born
2000,40,2.6937222011830193,1.5691924489590807,4.3129101890686545,UK born
2001,40,3.883587957292482,2.5368885911532373,5.690356167305719,UK born
2002,40,3.291698336794604,2.0628898227015884,4.983670840209777,UK born
2003,40,3.7726376396057306,2.4644121600231497,5.527788245204763,UK born
2004,40,4.199022846747857,2.853032301205641,5.960177754558821,UK born
2005,40,5.4621466236230845,3.8841202077627575,7.466934246375425,UK born
2006,40,4.76043837686903,3.256136325757477,6.720318604153255,UK born
2007,40,3.858179265847842,2.520290790317801,5.653126547259731,UK born
2008,40,3.0726506293812705,1.9020191680836736,4.696872880777263,UK born
2009,40,3.811865383973965,2.4423340773914233,5.6717535364983265,UK born
2010,40,3.604462010537566,2.284919720332094,5.408462790172204,UK born
2011,40,4.308519726334713,2.8854832803506145,6.187753023553724,UK born
2012,40,5.245817306797394,3.5642783496898796,7.446018932873637,UK born
2013,40,3.625598903618892,2.2146100007439635,5.599443452925151,UK born
2014,40,2.907251411833967,1.6617453781319318,4.721194153074228,UK born
2015,40,1.3757861635220126,0.5531373922012318,2.8346453147999955,UK born
2016,40,0,0,0.7801208505929736,UK born
2000,41,2.943229998708249,1.7443446294063876,4.651572300858277,UK born
2001,41,4.039698929318196,2.6142801495382337,5.963392522602983,UK born
2002,41,3.645793705140886,2.311120469236584,5.4704806257502465,UK born
2003,41,4.39797575835762,2.96729577580599,6.278383860426964,UK born
2004,41,4.839751297280211,3.310386304605563,6.8322847829780615,UK born
2005,41,4.657193034642004,3.164336714927483,6.610513763995807,UK born
2006,41,4.593596832255624,3.0992804928961433,6.557645107100883,UK born
2007,41,4.855039151339157,3.3208431854647054,6.853866671433779,UK born
2008,41,5.339749408701279,3.6979316927590284,7.4617645822593275,UK born
2009,41,3.2320023639788715,2.0006604033656203,4.940458934323155,UK born
2010,41,5.2385733618544545,3.6690323798133355,7.252393662670244,UK born
2011,41,5.69406725642441,3.988054703744833,7.882989209621737,UK born
2012,41,3.9738277590209714,2.595836225657835,5.8225783849943715,UK born
2013,41,4.341785342132685,2.861263898821089,6.317069720254282,UK born
2014,41,4.8279808311279595,3.181669789672551,7.024458630491755,UK born
2015,41,3.8719598201198098,2.396804155180071,5.918701885818374,UK born
2016,41,0,0,0.7244446601860435,UK born
2000,42,3.4465644645417446,2.105251114171575,5.322939282334737,UK born
2001,42,3.905719331612553,2.475891019739961,5.860496687751839,UK born
2002,42,3.9414368179466757,2.525352940014035,5.8645455595203275,UK born
2003,42,4.293433029050028,2.8046129991274986,6.29087415669132,UK born
2004,42,4.032483203156504,2.6341519091630956,5.908522200855665,UK born
2005,42,4.148055969126612,2.756353067095921,5.995095804281119,UK born
2006,42,3.2642031867138415,2.0692248137693574,4.897907488909945,UK born
2007,42,4.585384018964036,3.1563673716203406,6.439583990224697,UK born
2008,42,5.274436464138353,3.6738382530041322,7.33546431151772,UK born
2009,42,4.2114509350925164,2.7984785615875865,6.086719180943213,UK born
2010,42,4.566555179733313,3.058293673202814,6.558334977070632,UK born
2011,42,5.271211835627642,3.628459683652189,7.402741232883622,UK born
2012,42,4.743398497814765,3.1767284187714164,6.812311480755966,UK born
2013,42,3.552937148541842,2.2266067951908757,5.379189540657753,UK born
2014,42,4.394245166330316,2.8958352535259384,6.393396010214519,UK born
2015,42,4.343195534439652,2.753213405187038,6.516925790807727,UK born
2016,42,0,0,0.6948939831241931,UK born
2000,43,3.5904555433214105,2.22254857101172,5.488392695806927,UK born
2001,43,3.532190025095369,2.186481296898432,5.3993276619161605,UK born
2002,43,3.24708006325312,1.9834008594053214,5.014851803700145,UK born
2003,43,2.776788660248474,1.6175817224595304,4.445907636806923,UK born
2004,43,3.8616872355146503,2.4742558777593304,5.745884502365799,UK born
2005,43,3.4387946875107462,2.1799008486414047,5.159880463733878,UK born
2006,43,3.9114958864101594,2.5777004361701494,5.691021153248366,UK born
2007,43,3.2060577002948114,2.0092192917570233,4.8540098873544695,UK born
2008,43,4.0104881178917555,2.6858868347496254,5.759729919705407,UK born
2009,43,5.100115262604935,3.5524171489947323,7.093025719019066,UK born
2010,43,3.4791483044950597,2.229155966548926,5.176696895694149,UK born
2011,43,4.891572766878688,3.3235863716272767,6.943197085135262,UK born
2012,43,4.826765817778691,3.279553193939739,6.851208793938948,UK born
2013,43,4.947097968498157,3.3613130522225005,7.022010676675033,UK born
2014,43,4.8168938099703285,3.2499380260723876,6.876415427356049,UK born
2015,43,4.654361912839316,3.067253828516892,6.771852219727615,UK born
2016,43,0,0,0.6291634111550848,UK born
2000,44,3.398178933794532,2.0459257022813824,5.306677344982339,UK born
2001,44,4.3481966289301175,2.813923594850574,6.418795983923911,UK born
2002,44,3.170793983501858,1.90902510841057,4.951587578428855,UK born
2003,44,3.916749489598582,2.509535302917564,5.827812771827018,UK born
2004,44,4.577691600916847,3.0418428242816344,6.616038914182702,UK born
2005,44,3.790361426755214,2.428556086244378,5.63975735270943,UK born
2006,44,4.326188657628413,2.8973164409412493,6.213128556214583,UK born
2007,44,4.4716319668026046,3.0169913103403387,6.383532677912473,UK born
2008,44,4.403774490301067,2.949276890745078,6.3245547538877105,UK born
2009,44,4.0792540792540795,2.710634710934955,5.8956579171428025,UK born
2010,44,4.420017497172712,2.9601550873712377,6.347882421222575,UK born
2011,44,4.745234483465919,3.224156607913804,6.7354815729149315,UK born
2012,44,5.0996685215461,3.531668699220391,7.126275606366053,UK born
2013,44,6.035558972176073,4.27112074694746,8.284276244239951,UK born
2014,44,4.012435059610829,2.543539637109212,6.020622676683746,UK born
2015,44,5.511084168032957,3.8598955982228627,7.629663485429487,UK born
2016,44,0,0,0.6370791589579012,UK born
2000,45,4.748312066374098,3.101755088564483,6.95737733979926,UK born
2001,45,3.9466272482320903,2.473330284664772,5.975241082797592,UK born
2002,45,4.217229491085831,2.702058509611147,6.2749031959137165,UK born
2003,45,3.2499854605913607,1.9567035507573722,5.0752548795257075,UK born
2004,45,3.3568593224179457,2.050456882888233,5.184396965848085,UK born
2005,45,3.5841593191400625,2.2461735632782696,5.426460282158909,UK born
2006,45,3.5180475841064665,2.177726903025217,5.377709438577132,UK born
2007,45,2.9105838018352,1.7523615809627497,4.545237146951639,UK born
2008,45,4.4807685414202245,3.0231557188677574,6.396575706289753,UK born
2009,45,5.295776471159348,3.7090967343175465,7.331586877836173,UK born
2010,45,5.431969858602807,3.8044849085264154,7.520135933421582,UK born
2011,45,5.39891211920798,3.7813316742649192,7.4743700878127335,UK born
2012,45,5.4017636758401615,3.7833288694731664,7.4783178441615465,UK born
2013,45,4.544542787653888,3.0435516287559756,6.526721510196479,UK born
2014,45,3.6174433116487705,2.3177641871132293,5.382468904118641,UK born
2015,45,3.9271559693556166,2.5414482798003317,5.797256912584707,UK born
2016,45,0,0,0.5754092190329464,UK born
2000,46,3.2131230710692087,1.9345099842500715,5.017689692061997,UK born
2001,46,5.024760905126931,3.311349098383846,7.310763306806706,UK born
2002,46,3.0711088148049126,1.7890340585258115,4.917142715493672,UK born
2003,46,3.0441999931953174,1.7733586783171105,4.874059085398156,UK born
2004,46,3.1820732044314552,1.9158159362189828,4.969201479092205,UK born
2005,46,2.1412994063659183,1.1401517507599643,3.661687198679457,UK born
2006,46,3.656981495673632,2.318212568734507,5.487267804703361,UK born
2007,46,3.159258206173191,1.9020798168905142,4.933573033168154,UK born
2008,46,4.518208379770475,3.0484162205820837,6.450023403537406,UK born
2009,46,3.9875175930753066,2.627799219888671,5.8016287451521515,UK born
2010,46,4.171527240817798,2.771949556679514,6.0290183268999735,UK born
2011,46,4.706699103667989,3.2193787026696636,6.644454784715652,UK born
2012,46,3.8839197093101867,2.5595275616989093,5.650899263373212,UK born
2013,46,2.7792080134806216,1.6732647743234434,4.340077579629518,UK born
2014,46,3.819622162975638,2.4718580701480217,5.638515801399565,UK born
2015,46,4.452331431551764,2.958541902140543,6.434858565851284,UK born
2016,46,0,0,0.6154800123657188,UK born
2000,47,5.694944597680639,3.8423552053541816,8.129887523858526,UK born
2001,47,3.61397265083173,2.2371060312171833,5.524341092752331,UK born
2002,47,3.453791899949102,2.079408340792324,5.3935238805325385,UK born
2003,47,3.7977773959906322,2.3508840654440575,5.805306170473798,UK born
2004,47,4.063216257297629,2.546395995927478,6.1517582436424965,UK born
2005,47,2.679654056661285,1.5316538244762152,4.351590307282789,UK born
2006,47,4.4707094022330365,2.946225666800475,6.504647458925289,UK born
2007,47,2.8545377915616506,1.6628734565946184,4.570391527716152,UK born
2008,47,2.9575007147293393,1.7528023601512148,4.67412618464794,UK born
2009,47,2.580766609130752,1.5033916540447883,4.132057344012638,UK born
2010,47,3.229810225579174,1.9993034351455932,4.937108017918279,UK born
2011,47,4.172304244425503,2.772465869934008,6.030141313451538,UK born
2012,47,5.52530740122393,3.8903263167563207,7.615908426531455,UK born
2013,47,3.7731292825017357,2.4417703292929644,5.569883138267133,UK born
2014,47,4.367009502010331,2.9246548010824056,6.271754097999697,UK born
2015,47,3.009581557284217,1.8119646967160292,4.699834405153925,UK born
2016,47,0,0,0.5908692507478505,UK born
2000,48,5.024979948397321,3.2824837346416977,7.362759889667873,UK born
2001,48,4.429934802916053,2.8081986608200546,6.647077282106537,UK born
2002,48,3.760118748131131,2.327572768875561,5.747740926912852,UK born
2003,48,2.94759724768107,1.6848065093340316,4.786713262817157,UK born
2004,48,5.039875845265384,3.375283951392645,7.238102406555765,UK born
2005,48,4.68712536798441,3.0617859057412486,6.867724649975396,UK born
