Year,Age,Incidence,Inc_LCI,Inc_UCI,CoB
2011,76,14.976235822025805,11.21822832044552,19.58928518969077,Total
2012,76,10.261245770702757,7.224863987771377,14.1437756231435,Total
2013,76,11.943734154193608,8.678335520704557,16.03390562286784,Total
2014,76,14.260965097608382,10.713275894887376,18.607465983296372,Total
2015,76,6.310740880979427,4.043410759467811,9.389882197860976,Total
2000,77,13.956137852463685,10.324827612882123,18.45075436995679,Total
2001,77,18.097271299568117,13.776481408487141,23.344161440719404,Total
2002,77,20.37665946279716,15.759306952343714,25.92410695971189,Total
2003,77,14.773731075004386,10.892983038982104,19.58782403936192,Total
2004,77,9.289076046569235,6.2673006011335515,13.260733649618425,Total
2005,77,15.927296575631237,11.85891845483074,20.941453561500847,Total
2006,77,12.892254517660854,9.291603069731043,17.42658283994593,Total
2007,77,13.181782776203288,9.577903544744467,17.695928111442313,Total
2008,77,14.838424396743855,11.013364594172614,19.562612709507217,Total
2009,77,18.247247208320744,13.957698262617537,23.439352406643213,Total
2010,77,9.770962531412119,6.683331138312422,13.793683707659051,Total
2011,77,14.258713742669656,10.476766538459316,18.96106653378161,Total
2012,77,16.031012722794642,12.076752691443367,20.86656658727702,Total
2013,77,14.01978792924871,10.371916290086332,18.534903146989834,Total
2014,77,15.650589412376261,11.822287049313386,20.32359214775972,Total
2015,77,9.534186870062653,6.640910488291953,13.259745946358773,Total
2000,78,12.278697886921758,8.886154543679949,16.539325474124396,Total
2001,78,13.723287461383306,9.931611181596491,18.48517815073392,Total
2002,78,15.163785009791935,11.141778862672812,20.164619450505395,Total
2003,78,10.390386295080477,7.107016534119289,14.668125242930632,Total
